,Name,Type,Breed,Color,Sex,Size,Animal ID,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Intake Condition,Intake Jurisdiction,PredomBreed,PredomColor,DOB,IntakeDate,IntakeAge,IntakeAgeYrs
5459,*JUDD,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A364783,18,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,BLACK,2011-12-04,2017-11-18,2176 days 00:00:00.000000000,5.96
5460,CHASE,DOG,LABRADOR RETR/GERM SHEPHERD,BLACK,Neutered,LARGE,A366580,2,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,COUNTY,LABRADOR RETR,BLACK,2016-01-02,2017-12-31,729 days 00:00:00.000000000,2.0
5461,ABIGAIL,DOG,DACHSHUND/MIX,BLACK/TAN,Spayed,SMALL,A308967,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,DACHSHUND,BLACK,2007-07-11,2014-07-11,2557 days 00:00:00.000000000,7.01
5462,PIPPA,DOG,RAT TERRIER/SHETLD SHEEPDOG,TRICOLOR,Spayed,PUPPY,A329562,17,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,RAT TERRIER,TRICOLOR,2015-07-23,2015-11-07,107 days 00:00:00.000000000,0.29
5463,HEINEKEN,DOG,GOLDEN RETR,GOLD,Unknown,MED,A375711,0,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,SANTA ROSA,GOLDEN RETR,GOLD,2009-05-01,2018-08-31,3409 days 00:00:00.000000000,9.34
5464,,DOG,POODLE MIN,WHITE,Spayed,SMALL,A382184,11,STRAY,FIELD,TRANSFER,HEALTHY,SANTA ROSA,POODLE,WHITE,2013-12-24,2018-12-24,1826 days 00:00:00.000000000,5.0
5465,COOPER,DOG,LABRADOR RETR,YELLOW,Male,LARGE,A340603,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,SANTA ROSA,LABRADOR RETR,YELLOW,,2016-08-06,,-1.0
5466,BOBBI,DOG,PIT BULL/MIX,WHITE,Neutered,LARGE,A287686,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,PIT BULL,WHITE,2012-04-13,2017-02-03,1757 days 00:00:00.000000000,4.81
5467,MOTO,DOG,LABRADOR RETR/MIX,TAN,Spayed,SMALL,A211373,50,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,WINDSOR,LABRADOR RETR,TAN,2007-11-23,2018-03-22,3772 days 00:00:00.000000000,10.33
5468,RASCAL,DOG,BLUETICK HOUND,TRICOLOR,Neutered,MED,A231129,1,CONFISCATE,OVER THE COUNTER_ARREST,RETURN TO OWNER,HEALTHY,COUNTY,OTHER,TRICOLOR,2007-12-07,2014-09-08,2467 days 00:00:00.000000000,6.76
5469,ENZO,DOG,POODLE MIN/MIX,WHITE,Neutered,SMALL,A339886,16,STRAY,PRIV_SHELT,ADOPTION,HEALTHY,COUNTY,POODLE,WHITE,2013-07-19,2016-07-19,1096 days 00:00:00.000000000,3.0
5470,JASMINE,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,A340289,26,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,TORTIE,2006-08-09,2016-08-01,3645 days 00:00:00.000000000,9.99
5471,*IVY,CAT,DOMESTIC MH,BLACK/WHITE,Spayed,KITTN,A329887,18,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC MH,BLACK,2015-09-18,2015-11-28,71 days 00:00:00.000000000,0.19
5472,DIXIE,DOG,LABRADOR RETR/MIX,BLACK,Female,MED,A304617,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,*HEALDSBURG,LABRADOR RETR,BLACK,2013-09-30,2014-03-25,176 days 00:00:00.000000000,0.48
5473,HENRY,DOG,SIBERIAN HUSKY,BLACK/WHITE,Neutered,MED,A338256,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,SIBERIAN HUSKY,BLACK,2015-10-30,2016-11-15,382 days 00:00:00.000000000,1.05
5474,*SHEBA,DOG,GERM SHEPHERD,BLACK,Female,LARGE,A374876,62,STRAY,FIELD,TRANSFER,HEALTHY,COUNTY,GERM SHEPHERD,BLACK,,2018-07-21,,-1.0
5475,LUCKY,DOG,PIT BULL,BLACK/WHITE,Male,LARGE,A360475,6,CONFISCATE,FLD_ARREST,RETURN TO OWNER,UNKNOWN,SANTA ROSA,PIT BULL,BLACK,2015-08-30,2017-08-30,731 days 00:00:00.000000000,2.0
5476,*MAGGIE,DOG,LABRADOR RETR/MIX,BLACK/WHITE,Spayed,MED,A384096,55,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,LABRADOR RETR,BLACK,2017-08-26,2019-01-30,522 days 00:00:00.000000000,1.43
5477,,OTHER,RAT,PINK,Unknown,SMALL,A371184,4,STRAY,OVER THE COUNTER,TRANSFER,HEALTHY,SANTA ROSA,RAT,OTHER,,2018-04-24,,-1.0
5478,*MASON,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A384344,10,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,BROWN,2018-02-13,2019-02-13,365 days 00:00:00.000000000,1.0
5479,,CAT,DOMESTIC SH,BRN TABBY,Unknown,SMALL,A336769,7,STRAY,COMM CAT,TRANSFER,TREATABLE/MANAGEABLE,COUNTY,DOMESTIC SH,BROWN,,2016-05-10,,-1.0
5480,,DOG,CHIHUAHUA SH,WHITE/TAN,Female,SMALL,A370130,17,STRAY,FIELD,TRANSFER,HEALTHY,SANTA ROSA,CHIHUAHUA,WHITE,,2018-03-20,,-1.0
5481,BUDDY,DOG,CHIHUAHUA SH/MIX,WHITE,Neutered,TOY,A311021,13,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HEALTHY,WINDSOR,CHIHUAHUA,WHITE,2014-03-11,2015-05-22,437 days 00:00:00.000000000,1.2
5482,*GUS,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,A323139,35,STRAY,OVER THE COUNTER,ADOPTION,TREATABLE/REHAB,COUNTY,DOMESTIC SH,ORANGE,2015-05-27,2015-06-20,24 days 00:00:00.000000000,0.07
5483,*BELLA,DOG,DOBERMAN PINSCH,BLACK/TAN,Spayed,PUPPY,A350356,8,CONFISCATE,FLD_ARREST,ADOPTION,HEALTHY,SANTA ROSA,DOBERMAN PINSCH,BLACK,2017-01-05,2017-03-30,84 days 00:00:00.000000000,0.23
5484,SADIE,DOG,LABRADOR RETR/MIX,WHITE/BROWN,Spayed,SMALL,A365600,3,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,SANTA ROSA,LABRADOR RETR,WHITE,2017-05-31,2017-12-16,199 days 00:00:00.000000000,0.55
5485,SERAFIN,DOG,BICHON FRISE/MIX,WHITE,Neutered,SMALL,A350319,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,OTHER,WHITE,2014-03-29,2017-03-29,1096 days 00:00:00.000000000,3.0
5486,KITA,DOG,GERM SHEPHERD,BLACK/TAN,Female,LARGE,A293291,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,GERM SHEPHERD,BLACK,2013-01-20,2015-11-19,1033 days 00:00:00.000000000,2.83
5487,BINKY,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,A356735,33,OWNER SURRENDER,FIELD,ADOPTION,TREATABLE/REHAB,SANTA ROSA,DOMESTIC SH,GRAY,2017-06-27,2017-08-12,46 days 00:00:00.000000000,0.13
5488,TINO,CAT,DOMESTIC SH,WHITE,Neutered,SMALL,A326449,5,CONFISCATE,FLD_CRUEL,RETURN TO OWNER,HEALTHY,COUNTY,DOMESTIC SH,WHITE,2011-09-01,2015-08-29,1458 days 00:00:00.000000000,3.99
5489,ARI,DOG,PIT BULL,BR BRINDLE/WHITE,Spayed,MED,A333197,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,PIT BULL,BROWN,2013-02-19,2016-02-18,1094 days 00:00:00.000000000,3.0
5490,BUDDY,DOG,BOXER/QUEENSLAND HEEL,BR BRINDLE,Male,MED,A306000,3,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,BOXER,BROWN,2011-04-29,2014-04-26,1093 days 00:00:00.000000000,2.99
5491,GRIZZLEY,DOG,CHINESE SHARPEI,TAN,Neutered,LARGE,A307235,63,TRANSFER,VET_HOSP,TRANSFER,TREATABLE/REHAB,SANTA ROSA,OTHER,TAN,2010-05-27,2014-08-05,1531 days 00:00:00.000000000,4.19
5492,ROCKY,DOG,GERM SH POINT/PIT BULL,BROWN/WHITE,Neutered,LARGE,A309044,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,SANTA ROSA,OTHER,BROWN,2011-03-26,2015-08-20,1608 days 00:00:00.000000000,4.41
5493,ROXY,DOG,CHINESE SHARPEI/MIX,BROWN,Spayed,MED,A354163,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,OTHER,BROWN,2001-06-21,2017-06-21,5844 days 00:00:00.000000000,16.01
5494,*RUPERT,DOG,PARSON RUSS TER/MIX,WHITE/TAN,Neutered,MED,A363906,24,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,PARSON RUSS TER,WHITE,2016-11-27,2017-11-06,344 days 00:00:00.000000000,0.94
5495,BUDDY,DOG,BOSTON TERRIER,BLACK/WHITE,Neutered,SMALL,A332366,1,STRAY,FIELD,RETURN TO OWNER,TREATABLE/REHAB,SANTA ROSA,BOSTON TERRIER,BLACK,2006-01-26,2016-01-25,3651 days 00:00:00.000000000,10.0
5496,*SKIPPER,CAT,DOMESTIC SH,GRAY,Neutered,KITTN,A381280,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,GRAY,2018-09-15,2018-11-30,76 days 00:00:00.000000000,0.21
5497,KAILEYA,DOG,PIT BULL,TAN/WHITE,Spayed,LARGE,A214441,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,SANTA ROSA,PIT BULL,TAN,2008-02-20,2016-07-12,3065 days 00:00:00.000000000,8.4
5498,*ADDIE,DOG,CHIHUAHUA SH,TAN,Spayed,TOY,A320122,21,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,CHIHUAHUA,TAN,2012-04-23,2015-04-14,1086 days 00:00:00.000000000,2.98
5499,,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,A342277,0,STRAY,OVER THE COUNTER,TRANSFER,TREATABLE/REHAB,COUNTY,DOMESTIC SH,BLACK,,2016-09-09,,0.5
5500,IVY,DOG,PIT BULL/MIX,BR BRINDLE/WHITE,Female,MED,A321717,7,CONFISCATE,FLD_CRUEL,RETURN TO OWNER,TREATABLE/REHAB,SANTA ROSA,PIT BULL,BROWN,,2015-08-15,,-1.0
5501,,DOG,BOXER,WHITE,Female,MED,A380352,12,STRAY,FIELD,TRANSFER,UNKNOWN,COUNTY,BOXER,WHITE,,2018-11-18,,-1.0
5502,,OTHER,RAT,PINK,Unknown,SMALL,A371181,4,STRAY,OVER THE COUNTER,TRANSFER,UNKNOWN,SANTA ROSA,RAT,OTHER,,2018-04-24,,-1.0
5503,,OTHER,SHEEP,BLACK/WHITE,Unknown,LARGE,A362741,5,STRAY,FIELD,TRANSFER,UNKNOWN,COUNTY,SHEEP,BLACK,,2017-10-19,,-1.0
5504,MARY,DOG,PIT BULL,BR BRINDLE,Spayed,LARGE,A309292,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,COUNTY,PIT BULL,BROWN,2013-12-22,2017-05-26,1251 days 00:00:00.000000000,3.43
5505,CHARLIE,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,A277699,29,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,ORANGE,2011-11-03,2017-10-27,2185 days 00:00:00.000000000,5.99
5506,TURBO,DOG,FRENCH BULLDOG,BL BRINDLE/WHITE,Neutered,SMALL,A308370,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,BULLDOG,BLACK,2013-09-02,2014-06-26,297 days 00:00:00.000000000,0.81
5507,HARRIETT,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A363796,2,STRAY,FIELD,RETURN TO OWNER,TREATABLE/REHAB,SANTA ROSA,DOMESTIC SH,BROWN,1998-11-03,2017-11-01,6938 days 00:00:00.000000000,19.01
5508,*KATRINA,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A374316,20,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,BROWN,2018-04-08,2018-06-27,80 days 00:00:00.000000000,0.22
5509,APOLLO,DOG,GERM SHEPHERD,TAN/BLACK,Neutered,LARGE,A335909,21,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,GERM SHEPHERD,TAN,2014-10-31,2016-04-20,537 days 00:00:00.000000000,1.47
5510,CHUBBY,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,A316934,91,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HEALTHY,SANTA ROSA,DOMESTIC SH,GRAY,2012-02-19,2015-02-19,1096 days 00:00:00.000000000,3.0
5511,GRACE,DOG,LABRADOR RETR,YELLOW,Spayed,LARGE,A306974,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,LABRADOR RETR,YELLOW,,2014-10-23,,-1.0
5512,,CAT,DOMESTIC SH,BLK TABBY,Unknown,KITTN,A354258,0,STRAY,OVER THE COUNTER,TRANSFER,TREATABLE/REHAB,SANTA ROSA,DOMESTIC SH,BLACK,2017-06-01,2017-06-23,22 days 00:00:00.000000000,0.06
5513,G,DOG,PIT BULL/BOSTON TERRIER,BLACK/WHITE,Neutered,MED,A257143,11,QUARANTINE,OVER THE COUNTER_RETURN TO OWNER,RETURN TO OWNER,HEALTHY,SANTA ROSA,PIT BULL,BLACK,2009-05-20,2014-07-25,1892 days 00:00:00.000000000,5.18
5514,OG,DOG,PIT BULL/MIX,BR BRINDLE,Spayed,MED,A300876,12,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,COUNTY,PIT BULL,BROWN,2012-01-04,2013-12-23,719 days 00:00:00.000000000,1.97
5515,WILLOW,DOG,LABRADOR RETR/PIT BULL,BLACK,Spayed,MED,A348471,3,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,LABRADOR RETR,BLACK,2016-08-15,2017-02-15,184 days 00:00:00.000000000,0.5
5516,MAVERICK,DOG,SIBERIAN HUSKY,SILVER/BROWN,Male,MED,A346203,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,SIBERIAN HUSKY,OTHER,2016-06-13,2016-12-12,182 days 00:00:00.000000000,0.5
5517,LUCKY,DOG,PARSON RUSS TER/PIT BULL,WHITE/BR BRINDLE,Male,MED,A352518,8,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,PARSON RUSS TER,WHITE,2011-05-17,2017-05-09,2184 days 00:00:00.000000000,5.98
5518,,DOG,CHINESE CRESTED,GRAY/WHITE,Spayed,TOY,A316447,19,STRAY,FIELD,TRANSFER,TREATABLE/MANAGEABLE,COUNTY,OTHER,GRAY,2002-02-09,2015-02-03,4742 days 00:00:00.000000000,12.99
5519,*BEN,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A354731,13,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,BLACK,2017-01-17,2017-07-07,171 days 00:00:00.000000000,0.47
5520,BLAKE,DOG,POODLE MIN/MIX,CHOCOLATE,Neutered,SMALL,A321469,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,SANTA ROSA,POODLE,CHOCOLATE,2013-05-09,2015-05-08,729 days 00:00:00.000000000,2.0
5521,*SAMPSON,DOG,PIT BULL/MIX,WHITE/BLACK,Neutered,MED,A310032,109,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,PIT BULL,WHITE,2014-03-09,2014-08-12,156 days 00:00:00.000000000,0.43
5522,LADY,DOG,LABRADOR RETR,CHOCOLATE,Spayed,LARGE,A253854,0,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,SANTA ROSA,LABRADOR RETR,CHOCOLATE,2009-06-28,2018-10-09,3390 days 00:00:00.000000000,9.29
5523,*HANSEL,DOG,PIT BULL/MIX,BLUE/WHITE,Neutered,MED,A328001,291,STRAY,FIELD,ADOPTION,TREATABLE/REHAB,SANTA ROSA,PIT BULL,BLUE,2014-10-16,2015-10-06,355 days 00:00:00.000000000,0.97
5524,,OTHER,CHICKEN,RED/BROWN,Female,SMALL,A374521,19,STRAY,FIELD,TRANSFER,HEALTHY,SANTA ROSA,CHICKEN,RED,,2018-07-07,,-1.0
5525,,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,A310817,5,STRAY,COMM CAT,TRANSFER,TREATABLE/MANAGEABLE,WINDSOR,DOMESTIC SH,BLACK,,2014-08-28,,-1.0
5526,GUERO,DOG,BOXER,FAWN/WHITE,Male,LARGE,A328118,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,BOXER,FAWN,2013-10-09,2015-10-08,729 days 00:00:00.000000000,2.0
5527,DIXIE,DOG,CHIHUAHUA SH,TRICOLOR,Spayed,SMALL,A327669,4,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,SANTA ROSA,CHIHUAHUA,TRICOLOR,2006-09-29,2015-09-25,3283 days 00:00:00.000000000,8.99
5528,,CAT,DOMESTIC SH,BRN TABBY/WHITE,Unknown,KITTN,A357027,0,STRAY,BORN_HERE,TRANSFER,TREATABLE/REHAB,SANTA ROSA,DOMESTIC SH,BROWN,2017-08-16,2017-08-17,1 days 00:00:00.000000000,0.0
5529,POOKIE,DOG,GERM SHEPHERD,BROWN/GRAY,Female,LARGE,A369222,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,UNKNOWN,COUNTY,GERM SHEPHERD,BROWN,,2018-03-03,,-1.0
5530,,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,A377492,7,STRAY,OVER THE COUNTER,TRANSFER,UNKNOWN,COUNTY,DOMESTIC SH,BLACK,,2018-10-09,,-1.0
5531,BERNARD,DOG,PIT BULL,BR BRINDLE/WHITE,Neutered,MED,A319770,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,PIT BULL,BROWN,2013-04-02,2015-04-02,730 days 00:00:00.000000000,2.0
5532,JASPER,DOG,PIT BULL,BLACK,Male,MED,A355892,5,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,PIT BULL,BLACK,,2017-07-28,,-1.0
5533,BOO BOO,DOG,BORDER COLLIE,BLACK/WHITE,Neutered,MED,A301012,14,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,TREATABLE/MANAGEABLE,SANTA ROSA,BORDER COLLIE,BLACK,2012-09-01,2013-12-28,483 days 00:00:00.000000000,1.32
5534,*FREYA,DOG,PARSON RUSS TER/BEAGLE,TRICOLOR,Female,SMALL,A386096,20,STRAY,MUN_SHELT,TRANSFER,UNKNOWN,COUNTY,PARSON RUSS TER,TRICOLOR,2018-12-09,2019-04-09,121 days 00:00:00.000000000,0.33
5535,JEDI,DOG,GERM SHEPHERD/MIX,BROWN/BLACK,Spayed,LARGE,A326015,21,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,TREATABLE/MANAGEABLE,SANTA ROSA,GERM SHEPHERD,BROWN,2006-08-13,2015-08-13,3287 days 00:00:00.000000000,9.01
5536,RAIDER,DOG,PARSON RUSS TER/SHIH TZU,BLACK/BROWN,Male,MED,A374347,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,HEALTHY,SANTA ROSA,PARSON RUSS TER,BLACK,2015-12-30,2018-06-29,912 days 00:00:00.000000000,2.5
5537,*CINNAMON,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,A337903,35,STRAY,OVER THE COUNTER,ADOPTION,TREATABLE/REHAB,SANTA ROSA,DOMESTIC SH,ORANGE,2016-04-29,2016-06-02,34 days 00:00:00.000000000,0.09
5538,BOXY,DOG,LABRADOR RETR,BROWN,Neutered,LARGE,A245130,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,LABRADOR RETR,BROWN,2009-09-01,2016-01-30,2342 days 00:00:00.000000000,6.42
5539,RUSTY,DOG,GERM SHEPHERD,BROWN/BLACK,Neutered,MED,A332995,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,GERM SHEPHERD,BROWN,2015-10-15,2016-11-25,407 days 00:00:00.000000000,1.12
5540,*CALI,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,KITTN,A305379,21,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,BLUE,2014-03-05,2014-04-15,41 days 00:00:00.000000000,0.11
5541,*SAMMY,DOG,CHIHUAHUA SH,BROWN/BROWN,Neutered,SMALL,A310288,32,OWNER SURRENDER,FIELD,ADOPTION,HEALTHY,COUNTY,CHIHUAHUA,BROWN,2013-08-28,2014-08-18,355 days 00:00:00.000000000,0.97
5542,BILLIE JEAN,DOG,FLAT COAT RETR/MIX,BLACK,Spayed,SMALL,A366785,25,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,OTHER,BLACK,2017-01-11,2018-04-24,468 days 00:00:00.000000000,1.28
5543,,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,A304358,1,STRAY,OVER THE COUNTER,TRANSFER,TREATABLE/REHAB,SANTA ROSA,DOMESTIC SH,BLACK,,2014-03-21,,0.5
5544,UNO,DOG,CHIHUAHUA SH,WHITE,Neutered,TOY,A326432,5,CONFISCATE,FLD_CRUEL,RETURN TO OWNER,HEALTHY,COUNTY,CHIHUAHUA,WHITE,2012-03-01,2015-08-29,1276 days 00:00:00.000000000,3.5
5545,SCOOBY,DOG,SCHNAUZER MIN/MIX,BLACK/TAN,Neutered,PUPPY,A310363,72,STRAY,BORN_HERE,ADOPTION,HEALTHY,COUNTY,SCHNAUZER,BLACK,2014-08-19,2014-08-20,1 days 00:00:00.000000000,0.0
5546,BUTTER CUP,OTHER,RABBIT SH,BROWN/BLACK,Spayed,SMALL,A306552,10,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,RABBIT,BROWN,2014-01-15,2014-05-13,118 days 00:00:00.000000000,0.32
5547,,CAT,DOMESTIC SH,GRAY,Unknown,KITTN,A374780,0,STRAY,BORN_HERE,TRANSFER,TREATABLE/REHAB,COUNTY,DOMESTIC SH,GRAY,2018-07-16,2018-07-17,1 days 00:00:00.000000000,0.0
5548,SUE,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A312506,17,QUARANTINE,OVER THE COUNTER_RETURN TO OWNER,RETURN TO OWNER,HEALTHY,COUNTY,DOMESTIC SH,BLACK,,2014-10-07,,-1.0
5549,*JENNY,CAT,DOMESTIC MH,GRAY/WHITE,Spayed,KITTN,A309980,6,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC MH,GRAY,2014-05-12,2014-08-09,89 days 00:00:00.000000000,0.24
5550,*PETUNIA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A376298,0,STRAY,COMM CAT,TRANSFER,TREATABLE/MANAGEABLE,COUNTY,DOMESTIC SH,BLACK,2018-07-29,2018-09-25,58 days 00:00:00.000000000,0.16
5551,BEAU,DOG,BORDER COLLIE/MIX,BLACK/WHITE,Neutered,MED,A327937,11,STRAY,PRIV_SHELT,ADOPTION,HEALTHY,COUNTY,BORDER COLLIE,BLACK,2014-10-13,2015-10-03,355 days 00:00:00.000000000,0.97
5552,CHANEL,DOG,SIBERIAN HUSKY,WHITE/GRAY,Spayed,LARGE,A347062,16,STRAY,VET_HOSP,ADOPTION,HEALTHY,COUNTY,SIBERIAN HUSKY,WHITE,2018-02-21,2019-03-20,392 days 00:00:00.000000000,1.07
5553,*LAURA,CAT,DOMESTIC SH,BRN TABBY,Spayed,MED,A344489,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,BROWN,2016-09-01,2016-10-26,55 days 00:00:00.000000000,0.15
5554,*KENNY,CAT,DOMESTIC MH,BLACK,Neutered,KITTN,A323258,41,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC MH,BLACK,2015-05-22,2015-06-25,34 days 00:00:00.000000000,0.09
5555,BON BON,DOG,POODLE MIN,WHITE,Spayed,TOY,A227344,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,POODLE,WHITE,2006-07-17,2016-08-24,3691 days 00:00:00.000000000,10.11
5556,CODY,DOG,BORDER COLLIE,WHITE/BLACK,Neutered,MED,A357614,26,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,BORDER COLLIE,WHITE,2015-09-14,2017-08-24,710 days 00:00:00.000000000,1.95
5557,,OTHER,CHICKEN,RED,Male,LARGE,A384239,21,STRAY,FIELD,TRANSFER,UNKNOWN,COUNTY,CHICKEN,RED,,2019-02-06,,-1.0
5558,,CAT,DOMESTIC SH,BLACK,Male,KITTN,A353283,0,STRAY,OVER THE COUNTER,TRANSFER,TREATABLE/REHAB,COUNTY,DOMESTIC SH,BLACK,2017-04-11,2017-05-26,45 days 00:00:00.000000000,0.12
5559,KC,CAT,SIAMESE/MIX,LYNX PT,Neutered,LARGE,A344972,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,TREATABLE/MANAGEABLE,SANTA ROSA,SIAMESE,LYNX,2008-11-23,2016-11-23,2922 days 00:00:00.000000000,8.01
5560,SINCERE,DOG,PLOTT HOUND,BR BRINDLE,Neutered,LARGE,A339252,0,STRAY,VET_HOSP,RETURN TO OWNER,HEALTHY,SANTA ROSA,OTHER,BROWN,2009-07-05,2016-07-05,2557 days 00:00:00.000000000,7.01
5561,MILEY,DOG,ROTTWEILER,BLACK/TAN,Spayed,LARGE,A316165,2,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,ROTTWEILER,BLACK,2011-01-27,2015-01-25,1459 days 00:00:00.000000000,4.0
5562,LOLA,DOG,DACHSHUND/COLLIE ROUGH,BR BRINDLE,Spayed,SMALL,A344714,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,DACHSHUND,BROWN,2014-11-02,2016-11-01,730 days 00:00:00.000000000,2.0
5563,,DOG,CHIHUAHUA SH,BROWN,Female,PUPPY,A379280,4,STRAY,BORN_HERE,TRANSFER,UNKNOWN,SANTA ROSA,CHIHUAHUA,BROWN,2018-11-01,2018-11-02,1 days 00:00:00.000000000,0.0
5564,LILY,DOG,MALTESE/YORKSHIRE TERR,BLACK/TAN,Spayed,TOY,A319956,5,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,MALTESE,BLACK,2009-12-01,2016-01-30,2251 days 00:00:00.000000000,6.17
5565,*FLORA,DOG,GERM SHEPHERD/ALASKAN HUSKY,TAN/BLACK,Spayed,LARGE,A356797,23,OWNER SURRENDER,FIELD,ADOPTION,HEALTHY,COUNTY,GERM SHEPHERD,TAN,2016-08-15,2017-08-15,365 days 00:00:00.000000000,1.0
