Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
SOPHIE,DOG,BEAGLE/MIX,BROWN/BLACK,Spayed,SMALL,05/31/2005,K17-024092,TRUCK,A031987,06/23/2017,06/23/2017,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1,23747
SHABBY,DOG,GERM SHEPHERD/MIX,BLACK/BROWN,Neutered,MED,,K17-025174,DS57,A276312,09/04/2017,09/21/2017,17,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*ANGELICA,DOG,GERM SHEPHERD,TAN/BLACK,Spayed,LARGE,01/03/2016,K17-024057,DA11,A354208,06/22/2017,07/07/2017,15,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1,26080
ALIZAY,DOG,GERM SHEPHERD/MIX,BLACK/BROWN,Female,MED,10/08/2007,K14-011145,DS61,A312517,10/07/2014,10/08/2014,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
SCRAPPY,DOG,GERM SHEPHERD/MIX,TAN/BROWN,Neutered,LARGE,03/09/2007,K17-022352,DA18,A200994,01/26/2017,02/11/2017,16,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
,OTHER,GOAT,WHITE/BROWN,Female,MED,,K18-028884,YARD,A374388,06/30/2018,07/02/2018,2,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,UNKNOWN,,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1,11138
ZELDA,DOG,CHIHUAHUA SH,TAN,Spayed,SMALL,09/11/2016,K17-025069,MOBILE,A360447,08/29/2017,09/16/2017,18,STRAY,PRIV_SHELT,ADOPTION,MOB EVENT,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94526,"94526(37.814603, -121.985857)",1,583
"NUGGET ""GRR""",CAT,BENGAL,ORG TIGER/WHITE,Neutered,SMALL,,K16-021718,CS05,A345733,11/29/2016,12/09/2016,10,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,PUREBREDS+,HEALTHY,HEALTHY,WINDSOR,OUT OF COUNTY,95617,"95617(38.568407, -121.781217)",1,20048
,OTHER,RABBIT SH,BLACK,Male,MED,05/28/2013,K14-009028,CA02,A307318,05/28/2014,06/19/2014,22,STRAY,FIELD,TRANSFER,RP SHELTER,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
CLEO,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,06/15/2007,K17-025989,CS05,A362824,10/22/2017,10/24/2017,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
MIDNIGHT,OTHER,DUTCH/MIX,BLACK/WHITE,Neutered,SMALL,10/16/2014,K15-014465,CA01,A322986,06/16/2015,07/11/2015,25,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
CHARLIE,DOG,LABRADOR RETR,YELLOW,Neutered,LARGE,08/03/2017,K18-027728,DA32,A370589,04/03/2018,04/17/2018,14,STRAY,OVER THE COUNTER,ADOPTION,OTH_MEDIA,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94511,"94511(38.017429, -121.64057)",1,570
BUBBLES,DOG,LABRADOR RETR,BROWN/BROWN,Female,LARGE,,K14-007677,DQ114,A302576,02/11/2014,02/13/2014,2,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1,11138
DUNCAN,DOG,BEAGLE,TRICOLOR,Neutered,SMALL,06/20/2002,K14-009390,DS72,A308136,06/19/2014,06/20/2014,1,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,HEALTHY,HEALTHY,COUNTY,COUNTY,95425,"95425(38.790859, -123.010876)",1,23501
GLEN,DOG,BORDER COLLIE,BLACK/WHITE,Neutered,LARGE,08/14/2014,K18-030144,VET,A335611,10/07/2018,10/08/2018,1,CONFISCATE,FLD_CORONR,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,96001,"96001(40.571049, -122.435034)",1,942
*DELILAH,DOG,LABRADOR RETR/MIX,BLACK/WHITE,Spayed,MED,02/29/2016,K16-021886,DA20,A346239,12/14/2016,01/11/2017,28,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
CHLOE,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,,K17-026000,CA03,A363633,10/23/2017,10/31/2017,8,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1,26080
OREO,OTHER,RABBIT SH,BLACK/WHITE,Neutered,SMALL,,K18-030590,CA01,A379655,11/10/2018,01/03/2019,54,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
FUSSY,CAT,SIAMESE,TORTIE PT,Spayed,SMALL,,K14-011809,CS06,A314189,11/22/2014,11/25/2014,3,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1,23501
DOTTIE,DOG,CHIHUAHUA SH,CHOCOLATE/WHITE,Spayed,TOY,10/12/2012,K16-021149,DA48,A343457,10/12/2016,10/22/2016,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
TOMASSO,CAT,MAINE COON,GRAY TABBY/WHITE,Neutered,SMALL,07/15/2013,K18-029214,CS05,A298954,07/25/2018,07/26/2018,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95441,"95441(38.729916, -122.883041)",1,23750
*ARIEL,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,05/11/2018,K18-029073,LOBBY,A374639,07/11/2018,08/02/2018,22,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1,26078
*KANSAS,DOG,DUTCH SHEPHERD/MIX,BR BRINDLE/WHITE,Neutered,LARGE,08/03/2013,K15-012526,DA32,A316144,01/24/2015,08/05/2015,193,STRAY,PRIV_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94558,"94558(38.383156, -122.289164)",1,880
*TREK,DOG,DACHSHUND/MIX,BROWN/BLACK,Neutered,SMALL,04/14/2016,K18-027919,DS96,A341968,04/20/2018,04/20/2018,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
DAISY MAY,DOG,CHIHUAHUA SH/MIX,WHITE/TAN,Spayed,SMALL,06/30/2014,K18-030440,DS56,A379052,10/30/2018,11/03/2018,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1,23501
BENNY,DOG,PIT BULL,BLUE TIGER,Neutered,LARGE,11/28/2015,K18-030736,DS81,A381227,11/28/2018,11/29/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,COUNTY,COUNTY,95465,"95465(38.406591, -123.001365)",1,31032
DAISY,DOG,SIBERIAN HUSKY,BLACK/WHITE,Spayed,LARGE,01/28/2011,K14-011051,TRUCK,A266164,09/30/2014,09/30/2014,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
NALA,DOG,BULL TERRIER,TRICOLOR,Female,SMALL,06/21/2012,K15-012469,DS77,A308172,01/17/2015,01/17/2015,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,WINDSOR,COUNTY,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,DOMESTIC SH,BRN TABBY,Unknown,KITTN,08/12/2015,K15-015401,CI02,A326003,08/13/2015,08/18/2015,5,STRAY,BORN_HERE,TRANSFER,FORGOTTEN,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*JAKE,DOG,CHIHUAHUA SH,BLACK,Neutered,TOY,08/23/2011,K14-010441,DA41,A310549,08/23/2014,09/09/2014,17,TRANSFER,VET_HOSP,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
*DORY,DOG,PIT BULL,BLUE/BR BRINDLE,Spayed,PUPPY,01/15/2015,K15-014801,DA43,A324075,07/07/2015,07/30/2015,23,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94574,"94574(38.525993, -122.432854)",1,1166
LEEROY,DOG,AMER BULLDOG,BROWN/WHITE,Neutered,LARGE,07/16/2012,K14-009825,DS67,A309121,07/16/2014,07/16/2014,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94952,"94952(38.236012, -122.730241)",1,11138
*JINX,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,04/11/2014,K14-008735,WESTFARM,A306239,05/06/2014,06/12/2014,37,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
HONEY,DOG,PIT BULL,TAN/WHITE,Spayed,LARGE,11/04/2009,K18-029066,MISSING,A329452,07/11/2018,07/11/2018,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,*ROHNERT PARK,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
FLYNN,DOG,BORDER COLLIE,BL BRINDLE,Neutered,MED,07/26/2017,K19-031687,DQ113,A364018,03/13/2019,03/23/2019,10,QUARANTINE,FIELD_RETURN TO OWNER,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
FALCO,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,03/29/2013,K15-014995,TRUCK,A313208,07/17/2015,07/17/2015,0,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1,23747
RUBI,DOG,ROTTWEILER/MIX,BROWN,Spayed,,12/19/2004,K15-014191,DS84,A025472,05/28/2015,07/21/2015,54,CONFISCATE,FLD_CRUEL,RETURN TO OWNER,FLD_PRVS,TREATABLE/REHAB,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
MAX,DOG,GERM SHEPHERD,BLACK,Male,LARGE,10/24/2017,K18-029759,DQ111,A370055,09/06/2018,09/26/2018,20,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*JELLY,DOG,RHOD RIDGEBACK/MIX,BR BRINDLE/WHITE,Spayed,MED,08/11/2017,K18-027704,DA37,A370531,03/30/2018,04/14/2018,15,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95409,"95409(38.458965, -122.630156)",1,26080
,CAT,DOMESTIC SH,BLK TABBY,Female,KITTN,03/26/2017,K17-023449,CS06,A352597,05/11/2017,06/02/2017,22,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*HECTOR,DOG,CHIHUAHUA SH/MIX,BLACK/TAN,Neutered,SMALL,09/05/2011,K14-010409,DA46,A310455,08/21/2014,09/11/2014,21,TRANSFER,VET_HOSP,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
FAT CHANCE,DOG,AUST SHEPHERD,TRICOLOR,Neutered,MED,11/06/2008,K16-018483,DS66,A229901,04/15/2016,04/15/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95448,"95448(38.618857, -122.861927)",1,31016
GUNNER,DOG,CHIHUAHUA SH/MIX,BLACK/BROWN,Male,SMALL,07/11/2015,K17-022724,DS71,A349149,03/07/2017,03/08/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
GYPSY,DOG,GERM SHEPHERD,BLACK/BROWN,Male,LARGE,08/09/2015,K16-019220,DS69,A338092,06/09/2016,06/09/2016,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
OLIVE,DOG,CATAHOULA,BLUE MERLE,Spayed,LARGE,11/26/2004,K14-011860,RECEIVING,A314349,11/26/2014,11/26/2014,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95448,"95448(38.618857, -122.861927)",1,31016
LILY,DOG,GOLDEN RETR/ROTTWEILER,BLACK,Spayed,LARGE,06/01/2014,K18-027250,RECEIVING,A314120,02/11/2018,02/11/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,TREATABLE/REHAB,COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1,26075
ABBY,DOG,PIT BULL/MIX,WHITE/BLACK,Spayed,MED,10/20/2012,K14-011149,DA31,A312527,10/08/2014,10/29/2014,21,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1,26078
*JASMINE,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,04/02/2015,K15-014224,WESTFARM,A322544,05/30/2015,06/20/2015,21,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95409,"95409(38.458965, -122.630156)",1,26080
LOUIE,DOG,POMERANIAN/SCHIPPERKE,BLACK,Neutered,TOY,09/20/2008,K14-010878,DS69,A311859,09/20/2014,09/20/2014,0,TRANSFER,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1,26078
THOR,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,02/28/2013,K18-027408,DA26,A362295,02/28/2018,02/28/2018,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1,23755
JUDAH,DOG,PIT BULL/MIX,BLACK/WHITE,Male,MED,10/15/2014,K16-018579,DQ109,A321718,04/22/2016,05/11/2016,19,CONFISCATE,FLD_EVICT,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
BOCA,DOG,PORT WATER DOG,BLACK,Spayed,LARGE,12/20/2011,K17-022418,TRUCK,A301713,02/02/2017,02/02/2017,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
MAX,DOG,AUST SHEPHERD/MIX,BLACK/BROWN,Neutered,MED,05/25/2015,K17-023634,DA11,A353252,05/25/2017,06/16/2017,22,STRAY,FIELD,ADOPTION,FINDER,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
*HARPER,DOG,PIT BULL/MIX,TAN/WHITE,Spayed,MED,10/11/2004,K14-010611,DA09,A311119,09/03/2014,10/12/2014,39,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.245316, -122.59871)",1,11139
MARILYN,OTHER,RABBIT SH,BLACK/WHITE,Female,SMALL,02/02/2014,K16-017677,TRUCK,A332642,02/02/2016,02/22/2016,20,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,RP SHELTER,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
DAISY,DOG,PIT BULL,BLUE/WHITE,Spayed,MED,10/18/2011,K14-011333,DS89,A312868,10/18/2014,10/18/2014,0,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1,26078
COPPER,DOG,POODLE STND/LABRADOR RETR,APRICOT,Male,LARGE,,K18-029706,TRUCK,A375736,09/02/2018,09/02/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_NBR,UNKNOWN,HEALTHY,WINDSOR,COUNTY,95448,"95448(38.618857, -122.861927)",1,31016
SONNY,DOG,LABRADOR RETR/MIX,YELLOW,Neutered,LARGE,01/21/2009,K19-031467,TRUCK,A255028,02/16/2019,02/16/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1,23755
BALTO,DOG,SIBERIAN HUSKY,BLACK/WHITE,Male,LARGE,01/28/2011,K14-011280,DS94,A266163,10/15/2014,10/16/2014,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*PEETA,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,02/21/2017,K17-023363,LOBBY,A352271,05/04/2017,05/10/2017,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
GINGER,DOG,AUST CATTLE DOG/MIX,TAN/WHITE,Spayed,SMALL,10/13/2018,K18-030909,DA03,A381928,12/14/2018,12/29/2018,15,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1,26078
,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,,K15-013763,CS06,A321209,05/01/2015,05/05/2015,4,STRAY,COMM CAT,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*DEB,CAT,DOMESTIC SH,TORTIE/BRN TABBY,Spayed,KITTN,06/15/2014,K14-010569,LOBBY,A311002,09/02/2014,09/06/2014,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436,"95436(38.491884, -122.90672)",1,23747
OLIVER,CAT,DOMESTIC SH,BUFF/WHITE,Neutered,SMALL,02/01/2012,K14-010308,CS04,A287737,08/15/2014,09/03/2014,19,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
*ZOOEY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,11/13/2018,K19-031487,WESTFARM,A384463,02/20/2019,03/05/2019,13,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,WINDSOR,COUNTY,95404,"95404(38.458384, -122.675588)",1,26080
MOOSE,DOG,PIT BULL,GRAY,Neutered,LARGE,04/02/2013,K16-021181,DS80,A301158,10/14/2016,11/09/2016,26,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
*MANDY,DOG,DACHSHUND/MIX,BLACK/TAN,Spayed,SMALL,07/29/2016,K16-021030,MAC,A343216,10/05/2016,10/15/2016,10,STRAY,FIELD,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94585,"94585(38.221506, -121.972404)",1,1175
CLAIRE,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,SMALL,06/07/2017,K18-029982,CA02,A376301,09/25/2018,12/15/2018,81,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,PENDING,SANTA ROSA,*COTATI,94931,"94931(38.325442, -122.71081)",1,1832
TIPSY,DOG,PIT BULL/MIX,BROWN/WHITE,Spayed,MED,01/15/2009,K16-018721,DS65,A336587,05/04/2016,05/10/2016,6,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94951,"94951(38.314417, -122.656863)",1,1844
DREAM,DOG,BOXER,WHITE,Spayed,LARGE,08/28/2013,K14-009003,DS69,A307236,05/27/2014,05/28/2014,1,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
SHEEBA,DOG,LABRADOR RETR,BLACK,Female,MED,12/08/2013,K14-011997,DI103,A314708,12/07/2014,12/31/2014,24,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95501,"95501(40.793421, -124.157467)",1,31432
WINK THE BLINK,DOG,CHIHUAHUA SH,BROWN,Neutered,SMALL,08/20/2011,K16-018706,FOSTER,A310372,05/03/2016,06/04/2016,32,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
HERO,DOG,FOX TERR SMOOTH,TAN,Male,SMALL,09/12/2011,K14-010787,DS73,A311573,09/12/2014,09/17/2014,5,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
,OTHER,RABBIT LH,WHITE,Unknown,SMALL,,K18-028253,CS06,A372544,05/15/2018,05/16/2018,1,STRAY,FIELD,TRANSFER,SAVEABUNNY,HEALTHY,TREATABLE/REHAB,SANTA ROSA,COUNTY,94941,"94941(37.896402, -122.547447)",1,1838
,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,,K15-013044,CS06,A317610,03/06/2015,03/12/2015,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
SHAMROCK,DOG,PIT BULL,BLUE/WHITE,Spayed,LARGE,,K14-011590,DQ118,A246278,11/01/2014,11/04/2014,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95425,"95425(38.790859, -123.010876)",1,23501
ROSCO,DOG,ROTTWEILER,BLACK/TAN,Male,LARGE,05/11/2014,K15-015219,DS72,A324840,08/01/2015,08/04/2015,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.245316, -122.59871)",1,11139
,DOG,CAIRN TERRIER/MIX,WHITE,Male,SMALL,,K18-030241,DA18,A377773,10/12/2018,10/27/2018,15,STRAY,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
*PHILAMENA,OTHER,SILVER/MIX,AGOUTI,Female,SMALL,10/08/2016,K18-029790,CA01,A375885,09/07/2018,10/20/2018,43,STRAY,FIELD,TRANSFER,RP SHELTER,UNKNOWN,PENDING,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
ZIGGY,CAT,DOMESTIC SH,ORG TABBY/WHITE,Spayed,SMALL,08/28/2007,K13-005041,WESTFARM,A295782,08/17/2013,01/07/2014,143,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
,DOG,CATAHOULA/MIX,TRICOLOR,Unknown,MED,,K18-027249,TRUCK,A368070,02/11/2018,02/11/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
DEXTER,DOG,POODLE MIN,WHITE,Neutered,SMALL,03/27/2011,K15-013231,DA02,A318244,03/19/2015,03/31/2015,12,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,04/23/2014,K14-010935,CS06,A311976,09/23/2014,09/25/2014,2,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
LAURA,DOG,DOBERMAN PINSCH,BLACK/TAN,Spayed,MED,03/12/2007,K14-007912,RECEIVING,A303378,02/28/2014,03/28/2014,28,CONFISCATE,FLD_ARREST,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
SWISHER,DOG,PIT BULL/LABRADOR RETR,BROWN/WHITE,Neutered,MED,09/26/2014,K15-016134,DS56,A314961,09/25/2015,09/29/2015,4,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
